Base	Collocatif	Compositionnel	Phrase	ID	Corpus	URL
journaliste	grand	Non	C'était un grand journaliste, très attaché à la liberté de la presse, et sa voix nous manquera.	s525732 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s525732&idxml=lm2010_2015.xml&user=userP&token=bd667e4f045addcf1f8b541804d356c1
journaliste	grande	Non	Et, ce faisant, Delahousse rendait hommage à la grande journaliste de télévision (aujourd'hui patronne du site français du Huffington Post, groupe Le Monde), en usant des armes de sa consoeur (yeux bleus, regard droit, questions polies mais fermement réitérées jusqu'à obtention d'une réponse satisfaisante).	s898864 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s898864&idxml=lm2010_2015.xml&user=userP&token=95825b6baf6e9a143973f542553c4388
journaliste	grand	Non	Voilà le mot qui résumerait le mieux, si l'on osait, le grand journaliste qui vient de nous quitter.	s1463958 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1463958&idxml=lm2010_2015.xml&user=userP&token=5601c43763fb4952f37546d99d21d980
journaliste	grand	Non	En 1956, je me trouvais à la table d'un grand journaliste, Pierre Lazareff.	s7647 	GEN : Corpus général de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s7647&idxml=GEN.fr.GARY.xml&user=userP&token=9b9a999aa706c49bdaff559a6ceedbe3
salle	grande	Oui	On nous a fait entrer tous les deux dans la grande salle où il y avait d'autres cas.	s6102 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s6102&idxml=LITT.fr.AJAR.xml&user=userP&token=47a7aa17223727748b195440a8707bcd
arbres	grands	Oui	Le mouvement des grands arbres dans l'air nocturne, le crépitement de la pluie battant les frondaisons, la blancheur tombée des lunes sur les feuillages humides.	s812 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s812&idxml=LITT.fr.ALBERT.xml&user=userP&token=e86dfb820bcce60bfa0517f0b918ddcd
escalier	grand	Oui	Bien entendu, seuls quelques journalistes de renom avaient obtenu leur badge d'accès et la plèbe de la profession devait se contenter de la montée des marches, troupeau turbulent parqué au pied du grand escalier derrière un épais cordon doré.	s966 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s966&idxml=LITT.fr.ALBERT.xml&user=userP&token=eec7c3d95df470b0457f902779da8104
supermarché	grand	Oui	C'était une chose de remplir pensivement un caddie en arpentant les rayons d'un grand supermarché, pour ensuite aller charger le coffre de sa spacieuse voiture, avant de se faire déposer chez soi.	s1853 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1853&idxml=LITT.fr.ABECASSIS.xml&user=userP&token=d723c31273234733f495591eecf415f7
chapiteau	grand	Oui	Sur ce, roulements de tambour, fanfare solennelle, et entrée en piste... d'un lutin et d'une lupronne, particulièrement minuscules sous ce grand chapiteau.	s4306 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s4306&idxml=LITT.fr.ALBERT.xml&user=userP&token=3904cab3b197c785900186d2c50d6de1
écurie	grande	Oui	À nones, Nicolas franchit la porte qui conduisait aux jardins et se dirigea vers la grande écurie.	s19772 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s19772&idxml=LITT.fr.DAILLON.xml&user=userP&token=2e345c4a244b5b78b900a27fb8ee02ae
chapeau	grand	Oui	Comme Henri était le seul à avoir un grand chapeau à panache, personne ne pouvait se tromper en le désignant.	s20855 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s20855&idxml=LITT.fr.DAILLON.xml&user=userP&token=85ba8878e9fbddd6406b5ded5e1e6179
couteau	grand	Oui	Il termina une courte lettre qu'il laissa sur sa table, prit le grand couteau acheté la veille et l'attacha sous sa robe.	s22090 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s22090&idxml=LITT.fr.DAILLON.xml&user=userP&token=622af2f181b443f5d047a9b98cffcf26
îles	grandes	Oui	Trois jours de beau laissent apparaître de grandes îles, mais rien de continu, rien qui s'étende, des bouts d'archipel, ça et là, un peu partout.	s4931 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s4931&idxml=LITT.fr.DAMASIO.xml&user=userP&token=eb6b4f0c301a241372a58cdf324395c0
panneaux	grands	Oui	Les piles des tours ne tiendraient pas sous l'abrasion si les pionniers n'avaient eu l'idée et le culot d'installer, que dis-je, de cribler le lit du fleuve de grands panneaux en métal inclinés, sur lesquels vient buter le courant.	s8534 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s8534&idxml=LITT.fr.DAMASIO.xml&user=userP&token=b6b6b49693b472815023d495235882d7
couple	beau	Non	Tu verras, nous formerons un beau couple.	s3012 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s3012&idxml=LITT.fr.BRUSSOLO3.xml&user=userP&token=3b2d5ea85606cfb2da80bcaa8cf7aeb0
couple	beau	Non	Je n'avais jamais vu un aussi beau couple que celui que vous formiez tous les deux.	s7488 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s7488&idxml=LITT.fr.CLAVEL3.xml&user=userP&token=eaa90c7bdc5d316c5cbd2609ffa7e0fb
couple	beau	Non	Quelle merveilleuse nouvelle, et quel beau couple elle formait avec Méhy !	s4394 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s4394&idxml=LITT.fr.JACQ.xml&user=userP&token=7220ec66c8230ecb0d3c05a7658105d0
couple	beau	Non	ls formaient un très beau couple – m'a-t-il semblé, ce jour-là.	s1590 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1590&idxml=LITT.fr.MODIANO.xml&user=userP&token=85fb36594430dbbd6619102d18ff0326
couple	beau	Non	Sans doute aussi se trouverait-il un jour, dans cette même société, un homme assez séduisant pour l'en consoler définitivement : cela ferait un beau couple qui ne déparerait pas, bien au contraire, ce petit Versailles charentais qu'était devenue notre bonne vieille ville. 	s183 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s183&idxml=LITT.fr.SAGAN.xml&user=userP&token=a12cfa44d9aa148b56fda94d0dc525ee
couple	beau	Non	Voyons un peu, laisse-nous voir... et comme les peintures rupestres au fond des cavernes percées, comme les momies dans les sépultures violées, au contact de l'air, de la lumière du dehors, ce beau couple amoureux va déteindre, se désagréger...	s1067 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1067&idxml=LITT.fr.SARRAUTE.xml&user=userP&token=6632b3f2445004d038eca556eb03ee4d
couple	beau	Non	Le beau couple est saisi dans le mystère de l'attraction amoureuse et la magie de la jouissance, sur le chemin de l'amour.	s351908 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s351908&idxml=lfi2010_2011.xml&user=userP&token=c03a0259c53b51b5cf109960dc2b0788
couple	beau	Non	Un beau couple sexagénaire fête ses 35 ans de mariage avec sa progéniture rassemblée dans la maison de campagne; le bonheur dans l'horreur.	s376581 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s376581&idxml=libe2010_2015.xml&user=userP&token=59ccb1950eb2bbd3dc26279e8078ba37
couple	beau	Non	Il forme avec la fille de la mère indigne (la formidable Justine Crawford, 14 ans) un beau couple impassible, qui condamne son entourage par sa seule présence morale.	s757063 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s757063&idxml=libe2010_2015.xml&user=userP&token=9c333449c6e54cad29c0469e3efe9828
couple	beau	Non	Maureen et Julian formaient alors un très beau couple, les deux familles entretenaient de solides liens d'amitié, l'avenir était assuré.	s708	SENT : Corpus sentimental de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s708&idxml=SENT.fr.BOURDIN.xml&user=userP&token=24927638b32757169c7d9f35cd57c8c2
marquise	belle	Oui	En outre, si d'Épernon ne doutait certes pas que le monarque était par ailleurs un homme sale, sans raffinement du corps et de la tenue, il n'ignorait pas non plus que la belle marquise n'y trouvait point tant à redire à l'époque où elle imaginait en tirer les plus grands profits.	s9495 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s9495&idxml=LITT.fr.FAJARDIE.xml&user=userP&token=ba589b8596c4532c73cd56c7506e3049
princesse	belle	Oui	– Vous ne m'avez point demandé comment Monsieur de Nissac, lui, regardait la belle princesse espagnole ?	s10928 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s10928&idxml=LITT.fr.FAJARDIE.xml&user=userP&token=c0e6c8c5fb7d526f9157c1f466d9938b
chevaux	beaux	Oui	De beaux chevaux, peut-être trop beaux, menés par un moine qui dissimulait son visage et quatre hommes aux airs brutaux, aux impressionnantes mâchoires et aux yeux fous.	s11213 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s11213&idxml=LITT.fr.FAJARDIE.xml&user=userP&token=386d2a4b94fec35f9d881b81199482d2
violon	beau	Oui	C'était un beau violon, un « cadeau exceptionnel » avait dit son père en lui confiant l'instrument.	s984 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s984&idxml=LITT.fr.ACHARD.xml&user=userP&token=0efb8d99345c498535b3bfed58aab697
baron	beau	Oui	Si bien qu'on vit souvent, et pour le plus grand plaisir des dames qui se pressaient aux fenêtres, le jeune et très beau baron s'enfuir par les toits, nu, ce qui permettait de détailler son anatomie et de constater que sa réputation n'était point usurpée.	s12824 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s12824&idxml=LITT.fr.FAJARDIE.xml&user=userP&token=8527089a61295dff86dfe7c5e0630126
fleurs	belles	Oui	Alors je peux conquérir le monde, détourner les océans et les rivières, irriguer les déserts, te guérir des plus fortes fièvres, te parer des plus belles fleurs.	s10508 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s10508&idxml=LITT.fr.PANCOL.xml&user=userP&token=0b0d60e3e3cca77e18f02603b442458e
maison	belle	Oui	– Le grand maréchal Bertrand m'apprend que les mines ne fonctionnent plus depuis des semaines, que vous avez délaissé votre belle maison pour un logis à Porto Ferraio et que mon souhait est impossible à satisfaire en si peu de temps...	s3350 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s3350&idxml=LITT.fr.RAMBAUD.xml&user=userP&token=c63445084d3ecebf7e8dbb86acba50b7
visage	beau	Oui	Son beau visage était figé sur un rictus qui n'annonçait que détermination et cruauté.	s6381 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s6381&idxml=LITT.fr.ROBERT.xml&user=userP&token=344adc724e872850a5b187e62a34b14e
pantalon	beau	Oui	La gorge serrée, je les regardais, la tête renversée en arrière, reprenant mon souffle avec peine, mes mains couvertes de bave et d'écume posées sur mon beau pantalon neuf : un pantalon de nankin que Flora m'avait aussi fait acheter un jour de caprice.	s500 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s500&idxml=LITT.fr.SAGAN.xml&user=userP&token=1fbf9d1535abf578fac7ec7ef50718f2
bateau	beau	Oui	Alors il se souvint de l'admiration de Vendredi pour le beau bateau blanc, et comme il se balançait heureusement en riant d'une vergue à l'autre au-dessus des flots.	s1629 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1629&idxml=LITT.fr.TOURNIE2.xml&user=userP&token=ce1eee9971e6ee2e98015963b9486a20
temps	beau	Non	Pourquoi alors ne pas profiter du beau temps pour aller, sans se presser, faire ce petit tour du côté de Saint-Hippolyte qu'il projetait depuis deux jours ?	s1809 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1809&idxml=LITT.fr.ARNAUD.xml&user=userP&token=b391ac152ef106fed009385b79075393
temps	beau	Non	Avec un peu de chance, le beau temps se maintiendrait jusqu'au samedi, et il pourrait enfourcher son vélo.	s2346 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s2346&idxml=LITT.fr.BORROMEE.xml&user=userP&token=8864206dade1f0894b72978db5069303
temps	beau	Non	Cela dit, même par beau temps, le résultat aurait été identique : on ne distinguait plus grand-chose aux alentours de minuit...	s357 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s357&idxml=LITT.fr.CAILLET.xml&user=userP&token=b9de6bf3db3e288729e5ebe8491b1d63
temps	beau	Non	Il faut dire qu'avec le beau temps, le démon revient en force.	s6332 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s6332&idxml=LITT.fr.CANAL.xml&user=userP&token=aa525fd9dcbb6e9d4aefa98c5a91ea5c
temps	beau	Non	Malgré le beau temps, le révérend avait passé toute l'après-midi enfermé dans son garage, à bricoler une vieille Harley-Davidson qu'il espérait bien faire rouler un jour.	s10044 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s10044&idxml=LITT.fr.DICKER.xml&user=userP&token=921a0e4cc75ab73cda6270f207453e86
temps	beau	Non	J'avais devant moi un long après-midi de beau temps et je me décidai à en profiter pour une visite longtemps remise aux ruines éloignées de Sagra.	s887 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s887&idxml=LITT.fr.GRACQ.xml&user=userP&token=8b69c8899034e2afac0cea307f8e6632
temps	beau	Non	Le bateau filait bon train sur une mer apaisée ; la brume s'enlevait en flocons et promettait une journée de beau temps.	s3022 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s3022&idxml=LITT.fr.GRACQ.xml&user=userP&token=8f4b0fd946d0c8dd88d4542325e8e1c9
temps	beau	Non	Si le beau temps revenait, il serait possible d'en sauver une petite partie, mais l'égreneuse garderait le plus gros de ce que cela rapporterait.	s9281 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s9281&idxml=LITT.fr.GRISHAM.xml&user=userP&token=d400e6a8aade537381560d6e7d3f4883
temps	beau	Non	Un peu après neuf heures, le matin, la blonde décida qu'on allait profiter du beau temps pour « aérer les lits » de la maison.	s6282 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s6282&idxml=LITT.fr.LAINE2.xml&user=userP&token=fb4d9ca3ae11e55afe742792253cbb77
temps	beau	Non	Je profitai du beau temps pour un peu de tourisme, puis je fis vent à vitesse modérée vers le nord.	s1852 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1852&idxml=LITT.fr.MACOUIN.xml&user=userP&token=2cbfdca3fc66acd5436905a7721d0ff4
salon	beau	Oui	La ligne rouge d'un fin tapis oriental nous mena à une arcade à demi close d'un épais rideau sanguin et, par-delà, dans un large et beau salon où s'alanguissaient de superbes plantes.	s3295 	FY : Corpus fantastique de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s3295&idxml=FY.fr.ALBERT.xml&user=userP&token=6585b614954bdf1fceb9da2938c04105
garçon	beau	Oui	C'est vrai que lorsque je posais les yeux sur lui, je voyais un beau garçon, tendre et protecteur.	s2650 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s2650&idxml=LITT.fr.ABECASSIS.xml&user=userP&token=c3d80bb2fecaea5c52edcb66499c50eb
robe	belle	Oui	Tu es là, dans ta belle robe blanche, le jour de ton mariage.	s4081 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s4081&idxml=LITT.fr.ABECASSIS.xml&user=userP&token=f46e35589f73ebd06f92af07d5bab317
bracelet	beau	Oui	Une grosse montre, vous savez, avec plein de cadrans et un beau bracelet en cuir.	s6230 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s6230&idxml=LITT.fr.RUFIN3.xml&user=userP&token=54dce582d65abd7d68d8625db1739661
sièges	beaux	Oui	Marco a sûrement eu peur que le clébard lui pourrisse ses beaux sièges de bagnole.	s2374 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s2374&idxml=LITT.fr.ADAM.xml&user=userP&token=a13955dd179ea7f053b98c0605383235
feuillages	beaux	Oui	Fou que j'étais d'oublier le cimetière derrière le mur, les os dessous les beaux feuillages.	s819 	FY : Corpus fantastique de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s819&idxml=FY.fr.ALBERT.xml&user=userP&token=1313a21c354087d38a8b2ed8b04a4303
cathédrale	belle	Oui	Inscrite au patrimoine mondial de l'Unesco, Kutná Hora possède des ruelles pittoresques, une belle cathédrale gothique, et surtout un magnifique ossuaire, véritable curiosité locale où s'entremêlent des crânes humains pour former des voûtes et des ogives à la blancheur sépulcrale.	s1081 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1081&idxml=LITT.fr.BINET.xml&user=userP&token=350c64d4dc411d7a20b0b4775927f220
seins	beaux	Oui	Elle était grande et blonde avec de beaux seins un peu lourds.	s1966 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1966&idxml=LITT.fr.CLAVEL2.xml&user=userP&token=4f2ae8723de6f79e35619bd4e1a43087
table	belle	Oui	Mathilde de Santheuil et le comte de Nissac se trouvaient chacun à une extrémité d'une belle table de noyer aux quatre pieds tournés en balustrades et reliés par une entretoise droite.	s1316 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1316&idxml=LITT.fr.FAJARDIE.xml&user=userP&token=fc4de031e5901a9a1bdbf66e93a4220b
chapeau	beau	Oui	Gaston d'Orléans l'observa, surpris par ce beau chapeau à plumes rouges et blanches.	s8746 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s8746&idxml=LITT.fr.FAJARDIE.xml&user=userP&token=679d05dc80fccd4b5dca4d48b24b298a
soleil	plomb	Non	Les hommes rentrèrent vers une heure de l'après-midi, par une chaleur presque torride, sous un soleil de plomb.	s963 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s963&idxml=LITT.fr.CARRIERE.xml&user=userP&token=64c968fef0f98d03689b6243536e0294
soleil	plomb	Non	Six heures de marche harassantes sous un soleil de plomb l'attendaient.	s2125 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s2125&idxml=LITT.fr.GARDE.xml&user=userP&token=2c6df97e437cec10bbb4de514de6fc78
soleil	plomb	Non	Ce sont majoritairement des femmes qui piochent et transportent les gravats sous un soleil de plomb.	s340696 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s340696&idxml=lfi2010_2011.xml&user=userP&token=907b9a0d313c85d4dba85730a3b90541
soleil	plomb	Non	Sous un soleil de plomb, le curé entraîne une des filles pour quelques pas de danse sur le parking du supermarché.	s28223 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s28223&idxml=libe2010_2015.xml&user=userP&token=0488b15771004130dad2806a5baeffd4
soleil	plomb	Non	Tôt, hier matin, sous un soleil de plomb, une foule de fidèles convergeait vers l'esplanade située sur le front de mer, dans le centre de Beyrouth.	s214606 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s214606&idxml=libe2010_2015.xml&user=userP&token=f19f2a7c5e98fbccd5fdefe9017bd92e
soleil	plomb	Non	La famille Schaltzmann emménage provisoirement à Esslingen le 11 juillet 1977, sous un soleil de plomb.	s411 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s411&idxml=LITT.fr.DANTEC.xml&user=userP&token=1cee0cbae9e955d8619267fc5496bbb4
soleil	plomb	Non	Il ne pourrait certainement pas résister au soleil de plomb et on m'appellerait encore pour le surveiller sur son matelas.	s1255 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1255&idxml=LITT.fr.GRISHAM.xml&user=userP&token=69ecd33fefd2911a13f6b21785bfb5f3
soleil	plomb	Non	Les visiteurs déambulent sous un soleil de plomb, à la recherche des rares lieux où joueront quand même quelques comédiens.	s2 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s2&idxml=LITT.fr.GALLAY.xml&user=userP&token=669c3129eff7ab70ca7ddbacd251f38e
soleil	plomb	Non	Et marcher 3 kilomètres sous un soleil de plomb avec des morceaux de statue risque d'être fastidieux pour les touristes...	s200419 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s200419&idxml=libe2010_2015.xml&user=userP&token=66f4e907ea4f55176d6c73eaa29584f9
soleil	plomb	Non	Les linges qui flottent aux fenêtres des salles de classe protègent tant bien que mal les déplacés d'un soleil de plomb.	s156299 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s156299&idxml=lm2010_2015.xml&user=userP&token=d4883d158fff3f9a490deb586616c182
balles	plomb	Oui	Il avait apporté avec lui un mousquet de cinq pieds de long dont il avait démonté le canon pour qu'il soit facile à transporter, sa fourquine, un récipient de poudre noire et un sac contenant quelques balles de plomb et des mèches.	s7495 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s7495&idxml=LITT.fr.DAILLON.xml&user=userP&token=755f415dc6ed9334d513520b0418ee13
lamelles	plomb	Oui	À un détail près : un minuscule étui de cigarettes, qui renfermait un sachet de poudre verte entouré de lamelles de plomb isolantes.	s34008 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s34008&idxml=lfi2010_2011.xml&user=user&token=09ee1a68fc1041e056d4962a16a42c98
balle	plomb	Oui	Il lui aurait suffi, pour s'apercevoir de son erreur, de tirer au pistolet une balle de plomb d'une once contre une boule de chiffons serrés d'un poids supérieur de deux livres.	s5147 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s5147&idxml=LITT.fr.GOLON~GOLON.xml&user=userP&token=c27d472bd8b661dd368282d38129ace8
noyaux	plomb	Oui	La température qu'atteint la matière formée lors du choc entre deux noyaux de plomb est de l'ordre de 100 000 fois celle régnant au coeur du Soleil.	s46218 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s46218&idxml=lfi2010_2011.xml&user=user&token=6f69257f750c50c6fc76c30abcd058e8
cartouches	plomb	Oui	A l'époque, ils avaient formellement identifié les hommes rejugés pour avoir tiré des cartouches de plomb sur des policiers lors des émeutes qui avaient éclaté en 2007 après la mort accidentelle de deux adolescents.	s74369 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s74369&idxml=libe2010_2015.xml&user=user&token=9db5a19d9df727d90c04bfcba7b74ecf
billes	plomb	Oui	À la costumière, Dussollier a demandé de remplir le bas de son pantalon de billes de plomb, pour alourdir son pas.	s66308 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s66308&idxml=lfi2010_2011.xml&user=userP&token=8cb242ad11bb1f464578ae9cc6be521f
boulet	plomb	Oui	Il n'y a là que des figures connues : l'homme le plus fort du monde, capable d'envoyer sur la lune un boulet de plomb, la femme à barbe à la voix cristalline, le lanceur de couteaux colérique, la femme animale que l'on tient en cage...	s20005 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s20005&idxml=libe2010_2015.xml&user=userP&token=a20f1e85e54f194ebae4e449cb26c778
bille	plomb	Oui	Erg rauqua sous l'extraction à la pince d'une bille de plomb.	s4361 	FY : Corpus fantastique de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s4361&idxml=FY.fr.DAMASIO.xml&user=userP&token=16ab077e7492b28e4319ebf11ba48817
